,date,open,close,high,low,volume,code
0,2014-11-06,8.6,8.49,8.69,8.38,1556287.0,601118
1,2014-11-07,8.49,8.35,8.65,8.25,1138706.0,601118
2,2014-11-10,8.35,8.55,8.65,8.3,985829.0,601118
3,2014-11-11,8.67,8.99,9.23,8.54,2886331.0,601118
4,2014-11-12,8.99,9.14,9.19,8.75,2272475.0,601118
5,2014-11-13,9.16,8.97,9.43,8.89,2100458.0,601118
6,2014-11-14,8.9,8.63,9.05,8.52,1109502.0,601118
7,2014-11-17,8.59,8.81,8.87,8.41,863247.0,601118
8,2014-11-18,8.86,9.17,9.42,8.78,1754263.0,601118
9,2014-11-19,9.2,9.13,9.34,8.81,1413668.0,601118
10,2014-11-20,9.04,9.29,9.55,8.9,1518079.0,601118
11,2014-11-21,9.28,9.08,9.28,8.9,1897212.0,601118
12,2014-11-24,9.1,9.11,9.22,8.9,1239146.0,601118
13,2014-11-25,9.2,9.18,9.27,9.05,1177126.0,601118
14,2014-11-26,9.21,9.0,9.24,8.89,1111871.0,601118
15,2014-11-27,8.97,9.31,9.35,8.92,1801087.0,601118
16,2014-11-28,9.4,9.19,9.47,9.08,1272726.0,601118
17,2014-12-01,9.21,9.37,9.45,8.92,1721487.0,601118
18,2014-12-02,9.28,9.27,9.37,9.15,1246383.0,601118
19,2014-12-03,9.75,9.53,9.98,9.37,2448297.0,601118
20,2014-12-04,9.56,9.64,9.65,9.4,1612257.0,601118
21,2014-12-05,9.65,9.32,9.73,8.9,1458000.0,601118
22,2014-12-08,9.22,9.51,9.63,9.1,1398566.0,601118
23,2014-12-09,9.52,9.41,10.2,9.3,2454096.0,601118
24,2014-12-10,9.41,9.8,9.81,9.3,1315175.0,601118
25,2014-12-11,9.86,10.07,10.09,9.55,1561146.0,601118
26,2014-12-12,10.04,9.84,10.04,9.8,1022923.0,601118
27,2014-12-15,9.74,9.7,9.75,9.6,761085.0,601118
28,2014-12-16,9.76,9.77,9.99,9.68,848447.0,601118
29,2014-12-17,9.7,9.42,9.75,9.35,987848.0,601118
30,2014-12-18,9.39,9.45,9.65,9.38,745272.0,601118
31,2014-12-19,9.51,9.61,9.64,9.1,946854.0,601118
32,2014-12-22,10.0,10.39,10.5,9.58,2533999.0,601118
33,2014-12-23,10.0,9.53,10.15,9.4,1197075.0,601118
34,2014-12-24,9.51,9.04,9.6,8.88,1071900.0,601118
35,2014-12-25,9.04,9.15,9.27,8.93,713087.0,601118
36,2014-12-26,9.15,9.09,9.23,8.95,811055.0,601118
37,2014-12-29,9.08,8.62,9.09,8.5,1052242.0,601118
38,2014-12-30,8.69,8.69,8.93,8.62,600483.0,601118
39,2014-12-31,8.78,8.72,8.85,8.45,628780.0,601118
40,2015-01-05,8.72,8.88,8.99,8.55,794810.0,601118
41,2015-01-06,8.85,9.15,9.17,8.7,1107192.0,601118
42,2015-01-07,9.09,9.03,9.14,8.9,740002.0,601118
43,2015-01-08,9.05,8.85,9.13,8.81,600584.0,601118
44,2015-01-09,8.76,8.61,8.83,8.6,535121.0,601118
45,2015-01-12,8.66,8.89,9.16,8.65,921506.0,601118
46,2015-01-13,8.78,8.94,9.04,8.66,468186.0,601118
47,2015-01-14,8.95,8.75,9.01,8.73,375783.0,601118
48,2015-01-15,8.75,8.9,9.01,8.72,361813.0,601118
49,2015-01-16,8.92,9.09,9.17,8.91,765063.0,601118
50,2015-01-19,8.7,8.6,9.2,8.4,739854.0,601118
51,2015-01-20,8.66,8.8,8.93,8.63,454436.0,601118
52,2015-01-21,8.7,8.94,9.0,8.62,772201.0,601118
53,2015-01-22,8.94,9.25,9.32,8.87,1124878.0,601118
54,2015-01-23,9.18,9.06,9.23,8.95,767235.0,601118
55,2015-01-26,9.1,9.2,9.27,9.01,634294.0,601118
56,2015-01-27,9.2,9.34,9.35,9.14,918746.0,601118
57,2015-01-28,9.3,9.15,9.3,9.06,553991.0,601118
58,2015-01-29,9.01,9.04,9.18,8.97,410136.0,601118
59,2015-01-30,9.14,9.14,9.18,9.0,470239.0,601118
60,2015-02-02,9.24,8.81,9.4,8.76,1000051.0,601118
61,2015-02-03,8.75,8.73,8.88,8.52,578733.0,601118
62,2015-02-04,8.78,8.64,8.85,8.62,393079.0,601118
63,2015-02-05,8.74,8.37,8.78,8.35,447912.0,601118
64,2015-02-06,8.37,7.93,8.43,7.9,596444.0,601118
65,2015-02-09,7.95,8.01,8.08,7.9,310376.0,601118
66,2015-02-10,7.99,8.04,8.08,7.95,248718.0,601118
67,2015-02-11,8.04,8.18,8.22,8.04,283273.0,601118
68,2015-02-12,8.17,8.14,8.27,8.07,294496.0,601118
69,2015-02-13,8.21,8.23,8.34,8.17,374863.0,601118
70,2015-02-16,8.26,8.29,8.34,8.25,263229.0,601118
71,2015-02-17,8.3,8.35,8.43,8.29,275035.0,601118
72,2015-02-25,8.35,8.41,8.45,8.3,370865.0,601118
73,2015-02-26,8.41,8.64,8.65,8.41,523129.0,601118
74,2015-02-27,8.65,8.73,8.77,8.56,542821.0,601118
75,2015-03-02,8.76,9.08,9.15,8.65,918104.0,601118
76,2015-03-03,9.03,8.87,9.15,8.82,659419.0,601118
