,date,open,close,high,low,volume,code
0,2014-10-28,5.75,5.94,5.98,5.7,174356.0,927
1,2014-10-29,5.9,5.88,5.97,5.76,183161.0,927
2,2014-10-30,5.92,6.05,6.34,5.87,311645.0,927
3,2014-10-31,6.05,6.21,6.28,5.87,235741.0,927
4,2014-11-03,6.15,6.13,6.22,6.08,119610.0,927
5,2014-11-04,6.1,5.91,6.13,5.84,122712.0,927
6,2014-11-05,5.95,5.98,6.05,5.9,80866.0,927
7,2014-11-06,5.92,5.88,6.05,5.73,100066.0,927
8,2014-11-07,5.91,5.74,5.91,5.72,98342.0,927
9,2014-11-10,5.74,5.87,5.97,5.63,132889.0,927
10,2014-11-11,5.88,5.5,5.9,5.4,157321.0,927
11,2014-11-12,5.49,5.56,5.6,5.37,125347.0,927
12,2014-11-13,5.52,5.41,5.54,5.34,122922.0,927
13,2014-11-14,5.4,5.41,5.48,5.38,38378.0,927
14,2014-11-17,5.44,5.5,5.55,5.35,74186.0,927
15,2014-11-18,5.48,5.65,5.67,5.44,100203.0,927
16,2014-11-19,5.8,5.66,5.87,5.66,94937.0,927
17,2014-11-20,5.6,5.54,5.63,5.45,90236.0,927
18,2014-11-21,5.55,5.59,5.62,5.49,64306.0,927
19,2014-11-24,5.59,5.64,5.73,5.56,82120.0,927
20,2014-11-25,5.61,5.71,5.71,5.6,69463.0,927
21,2014-11-26,5.68,5.8,5.8,5.6,140529.0,927
22,2014-11-27,5.8,6.03,6.04,5.74,238408.0,927
23,2014-11-28,6.02,6.21,6.42,5.9,212938.0,927
24,2014-12-01,6.2,6.1,6.2,6.03,139017.0,927
25,2014-12-02,6.09,6.19,6.21,6.06,98031.0,927
26,2014-12-03,6.2,6.37,6.42,6.06,227898.0,927
27,2014-12-04,6.3,6.3,6.35,6.16,196390.0,927
28,2014-12-05,6.28,6.59,6.61,6.06,354218.0,927
29,2014-12-08,6.54,6.55,6.6,6.4,243426.0,927
30,2014-12-09,6.51,6.13,6.51,6.1,302487.0,927
31,2014-12-10,6.12,6.39,6.48,6.03,134212.0,927
32,2014-12-11,6.38,6.67,6.86,6.34,196777.0,927
33,2014-12-12,6.7,6.8,6.82,6.49,141385.0,927
34,2014-12-15,6.86,6.95,7.04,6.6,166195.0,927
35,2014-12-16,6.85,6.91,7.18,6.79,146965.0,927
36,2014-12-17,6.9,7.6,7.6,6.87,368748.0,927
37,2014-12-18,7.53,7.26,7.74,7.23,278250.0,927
38,2014-12-19,7.2,7.08,7.48,6.9,165600.0,927
39,2014-12-22,7.0,6.7,7.1,6.7,139016.0,927
40,2014-12-23,6.61,6.58,6.76,6.45,97114.0,927
41,2014-12-24,6.7,6.79,6.85,6.6,65359.0,927
42,2014-12-25,6.85,6.89,7.09,6.73,76801.0,927
43,2014-12-26,6.94,6.92,7.08,6.85,77171.0,927
44,2014-12-29,6.97,6.68,6.99,6.6,129024.0,927
45,2014-12-30,6.68,6.48,6.74,6.43,64821.0,927
46,2014-12-31,6.48,6.61,6.64,6.45,52239.0,927
47,2015-01-05,6.65,6.92,7.05,6.56,108266.0,927
48,2015-01-06,6.82,7.08,7.48,6.76,194455.0,927
49,2015-01-07,7.0,6.96,7.03,6.82,92995.0,927
50,2015-01-08,6.9,6.72,6.98,6.7,83482.0,927
51,2015-01-09,6.7,6.6,6.82,6.6,85580.0,927
52,2015-01-12,6.6,6.4,6.71,6.36,86042.0,927
53,2015-01-13,6.41,6.44,6.52,6.36,51594.0,927
54,2015-01-14,6.38,6.3,6.46,6.25,49127.0,927
55,2015-01-15,6.3,6.51,6.53,6.29,65460.0,927
56,2015-01-16,6.51,6.48,6.66,6.3,99806.0,927
57,2015-01-19,6.34,5.84,6.34,5.83,131888.0,927
58,2015-01-20,5.87,5.97,6.07,5.87,68920.0,927
59,2015-01-21,5.99,6.13,6.15,5.91,85871.0,927
60,2015-01-22,6.18,6.24,6.26,6.12,77835.0,927
61,2015-01-23,6.29,6.26,6.31,6.19,60685.0,927
62,2015-01-26,6.33,6.43,6.44,6.22,86215.0,927
63,2015-01-27,6.43,7.07,7.07,6.43,355729.0,927
64,2015-01-28,7.0,6.93,7.11,6.87,216921.0,927
65,2015-01-29,6.8,7.06,7.08,6.76,149809.0,927
