,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-04-18,32.02,38.42,38.42,32.02,477.65,11.74,44.0,38.42,38.42,38.42,477.65,477.65,477.65,0.06
2017-04-19,42.26,42.26,42.26,42.26,366.07,3.84,9.99,40.34,40.34,40.34,421.86,421.86,421.86,0.05
2017-04-20,46.49,46.49,46.49,46.49,437.3,4.23,10.01,42.39,42.39,42.39,427.01,427.01,427.01,0.06
2017-04-21,51.14,51.14,51.14,48.5,257049.95,4.65,10.0,44.578,44.578,44.578,64582.74,64582.74,64582.74,33.25
2017-04-24,47.77,48.96,46.03,46.03,244923.69,-5.11,-9.99,44.868,44.868,44.868,100650.93,100650.93,100650.93,31.68
2017-04-25,46.0,49.58,47.11,45.8,196628.02,1.08,2.35,46.606,45.242,45.242,139881.01,116647.11,116647.11,25.44
2017-04-26,46.2,46.8,45.16,45.01,168978.17,-1.95,-4.14,47.186,45.23,45.23,173603.43,124122.98,124122.98,21.86
2017-04-27,44.01,47.95,47.38,43.5,233198.52,2.22,4.92,47.364,45.499,45.499,220155.67,137757.42,137757.42,30.17
2017-04-28,46.8,47.18,45.74,45.6,139034.05,-1.64,-3.46,46.284,45.526,45.526,196552.49,137899.27,137899.27,17.99
2017-05-02,45.74,45.98,44.78,44.01,110409.27,-0.96,-2.1,46.034,45.451,45.451,169649.61,135150.27,135150.27,14.28
2017-05-03,44.51,45.96,45.86,44.22,136515.53,1.08,2.41,45.784,46.195,45.488,157627.11,148754.06,135274.38,17.66
2017-05-04,45.86,45.86,44.33,44.11,108750.36,-1.53,-3.34,45.618,46.402,45.392,145581.55,159592.49,133064.05,14.07
2017-05-05,44.01,44.04,42.28,42.2,100552.7,-2.05,-4.62,44.598,45.981,45.152,119052.38,169604.03,130563.18,13.01
2017-05-08,41.85,42.81,41.21,41.18,63572.65,-1.07,-2.53,43.692,44.988,44.871,103960.1,150256.3,125778.14,8.22
2017-05-09,41.3,42.19,41.77,41.1,65292.94,0.56,1.36,43.09,44.562,44.664,94936.84,132293.22,121745.79,8.45
2017-05-10,41.77,42.04,39.53,39.41,100086.87,-2.24,-5.36,41.824,43.804,44.343,87651.1,122639.11,120392.11,12.95
2017-05-11,39.0,40.43,40.2,38.7,84328.53,0.67,1.7,40.998,43.308,44.099,82766.74,114174.14,118270.72,10.91
2017-05-12,40.0,40.2,39.86,39.05,71430.73,-0.34,-0.85,40.514,42.556,43.864,76942.34,97997.36,115668.5,9.24
2017-05-15,39.55,40.28,39.96,39.34,57622.02,0.1,0.25,40.264,41.978,43.658,75752.22,89856.16,112613.42,7.45
2017-05-16,39.94,40.49,40.45,38.88,93730.71,0.49,1.23,40.0,41.545,43.498,81439.77,88188.3,111669.29,12.13
2017-05-17,40.16,40.8,39.91,39.82,77862.15,-0.54,-1.33,40.076,40.95,43.573,76994.83,82322.97,115538.51,10.07
2017-05-18,39.38,39.56,38.59,38.51,73045.22,-1.32,-3.31,39.754,40.376,43.389,74738.17,78752.45,119172.47,9.45
2017-05-19,38.43,38.88,38.18,38.03,50436.34,-0.41,-1.06,39.418,39.966,42.973,70539.29,73740.82,121672.42,6.52
2017-05-22,38.18,38.52,36.43,36.25,72875.72,-1.75,-4.58,38.712,39.488,42.238,73590.03,74671.12,112463.71,9.43
2017-05-23,36.05,36.45,34.77,34.71,74080.4,-1.66,-4.56,37.576,38.788,41.675,69659.97,75549.87,103921.55,9.58
2017-05-24,34.61,35.47,35.35,34.2,68835.81,0.58,1.67,36.664,38.37,41.087,67854.7,72424.76,97531.93,8.91
2017-05-25,35.15,35.41,35.1,33.81,79091.02,-0.25,-0.71,35.966,37.86,40.584,69063.86,71901.01,93037.58,10.23
2017-05-26,35.1,37.25,36.56,34.79,100590.68,1.46,4.16,35.642,37.53,40.043,79094.73,74817.01,86407.19,13.01
2017-05-31,37.81,38.54,36.41,36.29,101296.8,-0.15,-0.41,35.638,37.175,39.577,84778.94,79184.48,84520.32,13.1
2017-06-01,35.86,35.86,34.3,34.25,67317.18,-2.11,-5.79,35.544,36.56,39.053,83426.3,76543.13,82365.72,8.71
2017-06-02,34.0,35.45,35.38,33.85,60023.55,1.08,3.15,35.55,36.107,38.529,81663.85,74759.27,78541.12,7.77
2017-06-05,36.08,36.26,35.59,35.51,61688.04,0.21,0.59,35.648,35.807,38.092,78183.25,73623.55,76188.0,7.98
2017-06-06,35.07,35.83,35.79,35.0,38760.07,0.2,0.56,35.494,35.568,37.767,65817.13,72455.93,73098.37,5.01
2017-06-07,35.8,36.89,36.85,35.61,75501.57,1.06,2.96,35.582,35.61,37.549,60658.08,72718.51,73694.82,9.77
2017-06-08,36.85,36.86,36.13,36.02,59030.21,-0.72,-1.95,35.948,35.746,37.267,59000.69,71213.49,73381.68,7.64
2017-06-09,36.0,36.39,35.98,35.66,39023.41,-0.15,-0.41,36.068,35.809,37.09,54800.66,68232.25,70328.51,5.05
2017-06-12,35.45,35.45,34.63,34.43,46112.29,-1.35,-3.75,35.876,35.762,36.811,51685.51,64934.38,68417.7,5.97
2017-06-13,34.65,35.35,35.2,34.65,38610.37,0.57,1.65,35.758,35.626,36.578,51655.57,58736.35,66776.68,4.99
2017-06-14,35.1,35.2,34.9,34.67,31550.47,-0.3,-0.85,35.368,35.475,36.325,42865.35,51761.72,65473.1,4.08
2017-06-15,34.89,36.19,35.86,34.87,61050.63,0.96,2.75,35.314,35.631,36.096,43269.43,51135.06,63839.1,7.9
2017-06-16,35.85,35.97,35.47,35.35,33383.5,-0.39,-1.09,35.212,35.64,35.874,42141.45,48471.06,61615.16,4.32
2017-06-19,35.58,35.96,35.71,35.46,25442.79,0.24,0.68,35.428,35.652,35.73,38007.55,44846.53,59235.04,3.29
2017-06-20,35.9,36.14,35.57,35.5,40095.64,-0.14,-0.39,35.502,35.63,35.599,38304.61,44980.09,58718.01,5.19
2017-06-21,35.7,35.88,35.35,35.22,34161.51,-0.22,-0.62,35.592,35.48,35.545,38826.81,40846.08,56782.3,4.42
