,date,open,close,high,low,volume,code
0,2014-06-19,4.236,3.817,4.263,3.817,119961.0,002636
1,2014-06-20,3.775,3.779,3.794,3.676,64516.0,002636
2,2014-06-23,3.786,3.851,3.878,3.744,54020.0,002636
3,2014-06-24,3.851,3.832,3.862,3.779,49561.0,002636
4,2014-06-25,3.843,3.84,3.878,3.798,44318.0,002636
5,2014-06-26,3.847,3.889,3.901,3.824,59106.0,002636
6,2014-06-27,3.874,3.908,3.95,3.866,50837.0,002636
7,2014-06-30,3.889,3.969,3.981,3.889,50958.0,002636
8,2014-07-01,3.969,3.984,3.992,3.931,48385.0,002636
9,2014-07-02,3.984,3.965,4.007,3.927,44167.0,002636
10,2014-07-03,3.977,3.969,3.988,3.939,40754.0,002636
11,2014-07-04,3.988,3.954,3.992,3.935,48599.0,002636
12,2014-07-07,3.954,3.927,3.988,3.893,39820.0,002636
13,2014-07-08,3.927,3.931,3.946,3.851,43448.0,002636
14,2014-07-09,3.943,4.145,4.32,3.927,172994.0,002636
15,2014-07-10,4.114,4.233,4.294,4.076,113948.0,002636
16,2014-07-11,4.217,4.187,4.237,4.145,66886.0,002636
17,2014-07-14,4.191,4.252,4.332,4.191,61272.0,002636
18,2014-07-15,4.283,4.313,4.39,4.229,77750.0,002636
19,2014-07-16,4.321,4.145,4.321,4.11,57776.0,002636
20,2014-07-17,4.148,4.156,4.179,4.091,30015.0,002636
21,2014-07-18,4.175,4.306,4.394,4.16,91410.0,002636
22,2014-07-21,4.298,4.237,4.302,4.191,43847.0,002636
23,2014-07-22,4.217,4.256,4.256,4.156,44715.0,002636
24,2014-07-23,4.256,4.102,4.256,4.102,44081.0,002636
25,2014-07-24,4.11,3.922,4.133,3.765,62760.0,002636
26,2014-07-25,3.922,3.949,3.96,3.876,27358.0,002636
27,2014-07-28,3.945,4.014,4.041,3.922,34792.0,002636
28,2014-07-29,3.995,4.049,4.076,3.98,34515.0,002636
29,2014-07-30,4.049,4.072,4.072,4.01,33674.0,002636
30,2014-07-31,4.072,4.148,4.164,4.049,41023.0,002636
