,date,open,close,high,low,volume,code
0,2017-08-14 14:55,77.0,76.97,77.06,76.97,323.0,002850
1,2017-08-14 15:00,76.97,77.02,77.02,76.97,209.0,002850
2,2017-08-15 09:35,77.35,77.6,77.69,77.35,313.0,002850
3,2017-08-15 09:40,77.6,77.4,77.6,77.4,205.0,002850
4,2017-08-15 09:45,77.4,77.43,77.49,77.4,146.0,002850
5,2017-08-15 09:50,77.43,76.71,77.46,76.71,406.0,002850
6,2017-08-15 09:55,76.71,77.3,77.3,76.66,435.0,002850
7,2017-08-15 10:00,77.3,77.25,77.45,77.2,112.0,002850
8,2017-08-15 10:05,77.25,77.0,77.25,77.0,147.0,002850
9,2017-08-15 10:10,77.0,77.18,77.2,76.9,61.0,002850
10,2017-08-15 10:15,77.18,77.2,77.2,77.1,134.0,002850
11,2017-08-15 10:20,77.2,77.48,77.48,77.12,267.0,002850
12,2017-08-15 10:25,77.48,77.65,77.7,77.47,173.0,002850
13,2017-08-15 10:30,77.65,77.77,77.83,77.65,210.0,002850
14,2017-08-15 10:35,77.77,77.47,77.77,77.35,101.0,002850
15,2017-08-15 10:40,77.47,77.31,77.47,77.31,70.0,002850
16,2017-08-15 10:45,77.31,77.36,77.46,77.31,16.0,002850
17,2017-08-15 10:50,77.36,77.39,77.4,77.33,65.0,002850
18,2017-08-15 10:55,77.39,77.4,77.4,77.39,53.0,002850
19,2017-08-15 11:00,77.4,77.41,77.46,77.4,45.0,002850
20,2017-08-15 11:05,77.41,77.21,77.46,77.12,91.0,002850
21,2017-08-15 11:10,77.21,77.4,77.4,77.21,51.0,002850
22,2017-08-15 11:15,77.4,77.21,77.4,77.21,23.0,002850
23,2017-08-15 11:20,77.21,77.21,77.34,77.21,23.0,002850
24,2017-08-15 11:25,77.21,77.23,77.23,77.21,28.0,002850
25,2017-08-15 11:30,77.23,77.25,77.25,77.23,2.0,002850
26,2017-08-15 13:05,77.25,77.22,77.25,77.21,35.0,002850
27,2017-08-15 13:10,77.22,77.32,77.4,77.22,37.0,002850
28,2017-08-15 13:15,77.32,77.42,77.47,77.32,42.0,002850
29,2017-08-15 13:20,77.42,77.41,77.42,77.22,42.0,002850
30,2017-08-15 13:25,77.41,77.4,77.41,77.22,19.0,002850
31,2017-08-15 13:30,77.4,77.28,77.4,77.25,52.0,002850
32,2017-08-15 13:35,77.28,77.06,77.28,77.06,127.0,002850
33,2017-08-15 13:40,77.06,77.05,77.16,77.05,88.0,002850
34,2017-08-15 13:45,77.05,77.0,77.2,77.0,123.0,002850
35,2017-08-15 13:50,77.0,76.9,77.02,76.9,145.0,002850
